count,date,btc_index,eth_per,ltc_per,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,count_vendors,sum,txVolume(USD)_e_e,txCount_e_e,marketcap(USD)_e_e,price(USD)_e_e,exchangeVolume(USD)_e_e,generatedCoins_e_e,fees_e_e,activeAddresses_e_e,txVolume(USD)_l,txCount_l,marketcap(USD)_l,price(USD)_l,exchangeVolume(USD)_l,generatedCoins_l,fees_l,activeAddresses_l,Price_futures,VIX Close,cyber_attack_index,hashrate,diff,dum_future,btc_per,cyber_attack
544,2/4/17,45,3,1,1193628989,308055,16648800000,1031.33,155064000,1837.5,139.8792543,null,55,8338,19691428.15,45109,985277000,11.13,14139500,31760.78125,32.97166173,16890,17173336.37,2854,202727000,4.08,6926300,14425,25.85047576,null,0,10.97,34,2910612.149,3.93E+11,0,180,102
545,2/5/17,45,2,1,1029881746,283513,16847400000,1043.52,114208000,1950,133.1373501,null,6,8344,8525713.455,46416,1013400000,11.44,5942960,31598.4375,34.84082133,16952,10511487.02,3646,201824000,4.07,4635400,13850,24.60889581,null,0,10.97,17,3043000.843,3.94E+11,0,180,34
546,2/6/17,46,3,1,1212430956,259363,16605400000,1028.4,111762000,1762.5,163.8684626,null,4,8348,15596703.84,47190,1005930000,11.35,5695440,31626.71875,35.86561362,16234,11223010.92,3157,201525000,4.06,4972300,12875,19.95955835,null,0,11.37,36,3336807.821,4.22E+11,0,184,72
547,2/7/17,46,3,1,1405969977,291572,16796600000,1040.14,146007000,1725,165.0452666,null,5,8353,14586883.41,51576,1012620000,11.43,7629640,31491.40625,46.068715,16534,9092012.506,3381,201352000,4.05,6570650,13775,21.10707207,null,0,11.29,53,2623276.589,4.22E+11,0,184,106
548,2/8/17,53,3,1,1362829812,323851,17156700000,1062.32,201855000,1900,159.9320837,null,7,8360,13787002.14,50430,1023170000,11.54,9688630,31704.21875,43.71374165,16946,15498525.1,4230,201226000,4.05,7016980,15300,29.33024994,null,0,11.45,60,3168918.119,4.22E+11,0,212,120
549,2/9/17,59,3,1,1461656336,333043,17197100000,1064.7,407220000,2000,164.4314064,null,6,8366,15302930.49,47747,1014280000,11.44,18400300,31430.9375,40.68162167,17020,17470048.88,4102,200288000,4.03,21297300,13925,26.62829462,null,0,10.88,55,3063987.056,4.22E+11,0,236,110
550,2/10/17,50,3,1,1223661636,314344,16083600000,995.63,190452000,1912.5,152.9390561,null,5,8371,18152751.79,52086,979961000,11.04,11914200,31496.40625,46.21940355,16930,20750021.35,3112,188981000,3.8,7918280,14725,29.50840526,null,0,10.85,59,3546669.948,4.22E+11,0,200,118
551,2/11/17,48,2,1,792590202.1,265479,15976700000,988.9,102261000,1725,117.8767712,null,2,8373,10534720.72,46313,1002130000,11.29,7544520,31589.84375,38.49593317,15900,17800447.67,2636,187849000,3.78,3340840,14050,23.25026861,null,0,10.85,38,3105959.481,4.22E+11,0,192,76
552,2/12/17,46,2,1,587618633.2,231014,16214700000,1003.52,67530000,1687.5,101.7713043,null,3,8376,13747872.87,44806,1008030000,11.35,6264900,31569.6875,40.33677657,17003,3259283.045,2425,188829000,3.8,2706320,13475,23.60839261,null,0,10.85,24,2917083.567,4.22E+11,0,184,48
553,2/13/17,45,2,1,960444337.3,276333,16141500000,998.88,100607000,2025,126.6373398,null,4,8380,13763287.12,55818,1011080000,11.38,7216520,31734.0625,61.46315439,18345,3093820.736,2397,187506000,3.77,4721650,12775,26.21575079,null,0,11.07,44,2959055.992,4.22E+11,0,180,88
554,2/14/17,45,4,1,1183066957,317879,16028000000,991.74,137946000,2162.5,146.8104562,null,7,8387,39405071.74,58108,1002810000,11.29,42911500,31464.0625,49.83218435,19136,3907795.407,2454,184921000,3.72,3994400,14625,25.77233079,null,0,10.74,57,3420752.672,4.22E+11,0,180,114
555,2/15/17,45,3,1,1078388380,307937,16264100000,1006.21,89759400,1812.5,138.830232,null,6,8393,54719825.23,55165,1159000000,13.04,18464700,31728.28125,90.52776102,19184,2633783.938,3228,187657000,3.77,2683590,15175,18.12441183,null,0,11.97,48,3546669.948,4.22E+11,0,180,96
556,2/16/17,45,3,1,952582505.8,265912,16289100000,1007.65,122277000,1787.5,155.3507362,null,3,8396,30856857.82,49539,1148860000,12.92,38002600,31539.84375,39.21124029,18257,2866668.446,2302,189087000,3.8,3991580,14350,22.85409014,null,0,11.76,63,2917083.567,4.22E+11,0,180,126
557,2/17/17,48,3,1,1360297427,335276,16589600000,1026.12,136474000,1975,175.4650482,null,3,8399,33362919.46,49277,1147260000,12.9,11636500,31327.8125,38.84667406,18046,2059348.215,2720,188226000,3.78,4001350,14875,23.12277591,null,0,11.49,27,3189904.332,4.22E+11,0,192,54
558,2/18/17,49,2,1,939006953.1,304046,16964800000,1049.21,99073500,1950,156.0554187,null,4,8403,30281612.47,48518,1130750000,12.71,9370010,31211.71875,44.65269893,18025,1149139.155,2292,190755000,3.83,3209270,15125,18.78025405,null,0,11.49,38,3168918.119,4.22E+11,0,196,76
559,2/19/17,43,3,1,1103156774,234390,17056600000,1054.76,77423300,1612.5,126.5906329,null,2,8405,30061119.87,48006,1140870000,12.82,7799740,31267.1875,36.31267429,17213,2218522.241,3134,189049000,3.79,2701490,15125,15.59788777,null,0,11.49,20,3330515.744,4.33E+11,0,215,40
560,2/20/17,47,3,0.1,1057147432,275162,16960200000,1048.69,109478000,1812.5,157.0351243,null,9,8414,31315812.95,49948,1136610000,12.77,12994400,31387.8125,41.03446799,18490,3482478.498,2851,187912000,3.77,3128060,15025,21.89702499,null,0,11.49,48,2936112.564,4.41E+11,0,235,96
561,2/21/17,58,3,1,1160387001,292564,17456900000,1079.28,186869000,1787.5,168.1820583,null,5,8419,46791865.2,57673,1099330000,12.34,15183300,31410.625,54.86547967,18249,4800010.536,2571,187718000,3.76,4110740,13150,18.19158909,null,0,11.57,53,3242870.593,4.41E+11,0,290,106
562,2/22/17,53,3,1,1260830002,278219,18033400000,1114.8,136100000,1712.5,176.3083469,null,5,8424,34205962.5,50122,1130460000,12.69,10360900,30993.59375,50.95434761,18192,8676497.598,2610,188961000,3.79,4547610,12825,20.96079848,null,0,11.74,50,3023757.715,4.41E+11,0,265,100
563,2/23/17,59,3,1,1502640205,299708,18075200000,1117.27,189454000,1737.5,202.4004662,null,6,8430,32761441.34,47425,1122910000,12.6,14522300,31229.53125,43.35249304,17753,2720907.631,2683,189631000,3.8,4096480,14100,25.36787448,null,0,11.71,60,3045669.003,4.41E+11,0,295,120
564,2/24/17,72,3,1,1540318208,351311,18974400000,1172.71,330759000,2037.5,225.9591355,null,10,8440,67243503.75,53929,1171110000,13.13,19574400,31263.59375,41.33923814,19638,15237293.39,3039,191226000,3.83,6921090,13725,16.5983197,null,0,11.47,38,3286693.168,4.41E+11,0,360,76
565,2/25/17,57,3,1,1113846161,322509,18939500000,1170.41,139961000,2000,198.6407775,null,5,8445,41659822.37,53145,1165230000,13.06,18533900,31553.90625,44.66242232,18688,4790786.721,2465,192344000,3.85,3581200,14625,21.21096469,null,0,11.47,45,3637273.773,4.41E+11,0,285,90
566,2/26/17,50,4,1,837476091.9,290794,18518900000,1144.27,116486000,2400,170.1602259,null,3,8448,52028744.25,51599,1206150000,13.52,20307500,31820.15625,39.37900438,18729,4681804.666,2899,190585000,3.82,2688250,14925,25.35932146,null,0,11.47,37,3659185.061,4.41E+11,0,300,111
567,2/27/17,56,4,1,1201145225,262940,18837300000,1163.78,131570000,1762.5,177.7305279,null,1,8449,132544745.6,52438,1294770000,14.51,31667000,31246.40625,45.027386,20077,8167257.688,3037,190522000,3.81,3766590,16925,23.17873041,null,0,12.09,43,3900209.227,4.41E+11,0,336,129
568,2/28/17,54,9,1,1444076515,327345,19113600000,1180.72,184956000,1912.5,231.4569215,null,1,8450,174797971.2,60103,1379600000,15.45,65478900,31856.09375,50.96269142,23020,4512384.081,2633,190098000,3.8,4045440,15000,16.27453103,null,0,12.92,97,3155225.442,4.41E+11,0,324,291
569,3/1/17,57,6,1,1469761810,320989,19104800000,1180.04,229057000,1837.5,227.2493148,null,2,8452,186940115,58598,1415510000,15.85,44927500,31144.84375,54.94297165,24650,7729987.854,2603,188623000,3.77,4405000,13650,10.49300514,null,0,12.54,74,3352427.032,4.41E+11,0,342,222
570,3/2/17,67,9,1,1967834616,313730,19829800000,1224.68,368275000,1887.5,239.8395341,null,5,8457,300792236.6,70411,1550750000,17.36,83627100,31628.4375,54.86269424,31684,10633195.61,2978,189785000,3.8,9439480,14225,16.30912586,null,0,11.81,49,3155225.442,4.41E+11,0,402,147
571,3/3/17,95,8,1,2105869658,341952,20253700000,1250.71,315739000,1875,265.152712,null,11,8468,313726198.6,63785,1702140000,19.04,95863400,31301.40625,46.4031228,26428,9504020.839,3140,196144000,3.92,7515680,14750,12.56254484,null,0,10.96,40,3440072.183,4.41E+11,0,570,120
572,3/4/17,72,6,1,1469242348,277391,20688800000,1277.43,183270000,1775,227.3123188,null,1,8469,208574286.2,58648,1745140000,19.52,27341900,31172.65625,42.51942052,23539,3050611.66,2360,195730000,3.91,3361400,12350,9.05882423,null,0,10.96,27,3458650.323,4.46E+11,0,432,81
573,3/5/17,66,5,1,1240344356,295917,20316000000,1254.29,134127000,1837.5,224.8933989,null,3,8472,169457980.8,56464,1655030000,18.5,26816300,31561.875,43.43870349,22807,2033278.133,2733,193336000,3.86,2836910,13450,11.8461178,null,0,10.96,53,3069265.85,4.61E+11,0,462,106
574,3/6/17,65,6,1,1617738915,271083,20531900000,1267.47,153657000,1737.5,228.8167199,null,12,8484,295314023.1,56907,1725360000,19.28,32432700,31153.125,41.35169202,23220,2113001.998,2400,193846000,3.87,4393810,14025,11.11311333,null,0,11.24,66,3367030.447,4.61E+11,0,455,132
575,3/7/17,70,5,1,1825784905,323648,20627100000,1273.21,291256000,1900,268.5355247,null,1,8485,203052976,62486,1752530000,19.58,37972200,31068.75,43.80270862,21812,2277141.668,2479,194991000,3.89,5619560,12675,10.58396746,null,0,11.45,76,3252505.602,4.61E+11,0,490,152
576,3/8/17,74,5,1,1749538122,320466,19819800000,1223.23,332603000,1900,245.6239505,null,1,8486,212481283.8,55239,1690760000,18.88,44304600,31325.9375,40.31748409,21959,7715929.841,2579,190712000,3.81,4594400,14925,10.62456426,null,0,11.86,56,3504460.261,4.61E+11,0,518,112
577,3/9/17,68,4,1,1340837104,294583,18640900000,1150.35,212283000,1787.5,230.9372134,null,3,8489,247499354.8,64057,1490500000,16.64,31418400,30809.53125,49.7685971,25279,5849432.081,2422,188704000,3.77,3092100,13800,10.36512713,null,0,12.3,47,3252505.602,4.61E+11,0,476,94
578,3/10/17,93,5,1,1613489390,304706,19275300000,1189.36,563796000,1937.5,253.3826549,null,6,8495,239731806,64071,1589640000,17.74,87506800,31027.03125,55.57275643,24370,1569768.546,2343,191858000,3.83,7090150,14025,10.1754713,null,0,11.66,40,3389935.416,4.61E+11,0,651,80
579,3/11/17,80,5,1,1459874704,282486,18093700000,1116.32,283320000,1787.5,223.4083093,null,5,8500,308302014.9,64649,1736630000,19.37,69150100,31235.46875,47.96142906,24575,4713365.831,2896,188428000,3.76,3463740,13925,12.73076052,null,0,11.66,38,3573175.168,4.61E+11,0,560,76
580,3/12/17,61,8,1,1012234657,219283,19073300000,1176.62,227176000,2000,189.4446606,null,4,8504,517866592.7,66483,1924660000,21.46,74628900,30849.53125,48.52902672,26291,4261925.323,3183,189874000,3.79,3373750,13725,14.1742001,null,0,11.66,42,3412840.385,4.61E+11,0,366,84
581,3/13/17,63,14,1,1688892509,263545,19807700000,1221.78,380277000,1762.5,211.5641917,null,4,8508,442750583.6,81400,2108300000,23.5,255488000,31612.5,76.36274961,34428,7999152.285,3056,192979000,3.85,22439100,15400,15.65219145,null,0,11.35,44,3550270.199,4.61E+11,0,378,88
582,3/14/17,60,10,1,2194740007,332859,19978200000,1232.16,245306000,2025,270.2659726,null,4,8512,225085653.9,76374,2563700000,28.57,101797000,31216.09375,74.82260577,30114,14985644.9,2709,209412000,4.17,7928910,13875,12.02950401,null,0,12.3,64,3321220.509,4.61E+11,0,360,128
583,3/15/17,59,10,1,1818003549,290428,20110400000,1240.16,297805000,1800,234.8212153,null,2,8514,225150556.1,80175,2571160000,28.65,170344000,31373.90625,64.30798953,31541,10472321.12,2764,203099000,4.05,6571900,15200,11.65794809,null,0,11.63,77,3573175.168,4.61E+11,0,354,154
584,3/16/17,60,20,1,2764060618,303013,20293700000,1251.33,638568000,1787.5,250.8651753,null,0,8514,1117180281,108541,3174750000,35.36,454418000,31431.71875,85.39888598,44106,21459826.09,3441,208204000,4.15,12755200,15550,15.59110265,null,0,11.21,48,3252505.602,4.61E+11,0,360,96
585,3/17/17,62,22,1,2488382703,300424,19141800000,1180.16,706599000,1975,247.7964586,null,1,8515,739105975,106214,4125480000,45.93,497534000,31841.875,88.9662026,43498,22674911,3712,212582000,4.23,11109600,15550,18.74172056,null,0,11.28,34,3504460.261,4.61E+11,0,372,68
586,3/18/17,72,14,1,1769053430,278779,17838700000,1099.69,621302000,2025,223.949248,null,4,8519,1103807283,89682,4211830000,46.87,262180000,31482.34375,60.51984456,36157,6264801.11,3832,202967000,4.04,12199700,13425,14.77735318,null,0,11.28,17,3641704.837,4.70E+11,0,432,34
587,3/19/17,62,11,1,1305168302,260974,15846000000,976.73,406648000,1962.5,214.7779725,null,4,8523,185304176.8,84369,3193600000,35.53,239430000,30994.53125,57.00351035,31708,4016953.402,3993,198801000,3.96,6013050,14225,19.67876011,null,0,11.28,23,3712647.139,4.76E+11,0,372,46
588,3/20/17,63,12,1,1451434331,260448,16829800000,1037.24,286530000,1712.5,226.4028432,null,0,8523,295718938.3,79896,4031270000,44.83,154701000,31670.3125,56.94921184,32278,6984649.284,3143,198555000,3.95,4068240,13225,12.73657623,null,0,11.34,51,3925474.045,4.76E+11,0,378,102
589,3/21/17,59,12,1,1802314479,297088,17125600000,1055.36,337391000,1812.5,252.8185197,null,4,8527,571528657,83857,3913620000,43.51,91265400,31013.28125,64.21871893,32918,5218625.573,3145,202923000,4.04,4970080,15025,12.53006793,null,0,12.47,65,3216051.025,4.76E+11,0,354,130
590,3/22/17,63,11,1,2138467540,317589,18187100000,1120.65,380841000,1962.5,267.6975181,null,6,8533,492878344,78300,3880120000,43.12,113952000,31375.46875,60.19647044,30382,6249278.135,3229,200521000,3.99,5949960,14900,11.92224841,null,0,12.81,62,3357935.629,4.76E+11,0,378,124
591,3/23/17,62,9,1,1777651873,276232,17043400000,1050.05,248540000,1737.5,228.7634481,null,1,8534,493762785.6,81959,3831310000,42.57,100724000,30980.9375,60.99908204,30353,4538976.286,3718,197783000,3.93,3354160,15650,12.24729181,null,0,13.12,66,3807236.875,4.76E+11,0,372,132
592,3/24/17,60,11,1,1733417384,305133,16857000000,1038.45,491038000,2237.5,245.0680881,null,0,8534,696111016.6,86992,3929230000,43.64,297046000,30840.9375,73.2890179,36014,7552829.072,3457,199924000,3.97,12524300,14775,11.57302391,null,0,12.96,37,3499820.233,4.76E+11,0,360,74
593,3/25/17,63,11,1,4044006010,253296,15204800000,936.54,435803000,1800,192.6325129,null,4,8538,648700130.9,84189,4825700000,53.58,223059000,31062.8125,58.09245301,33779,9913318.326,3978,205034000,4.07,7904680,13975,12.74122091,null,0,12.96,17,4161948.385,4.76E+11,0,378,34
594,3/26/17,54,10,1,1116135580,221510,15814800000,974.01,303668000,1925,153.036471,null,1,8539,487923463.6,79266,4574540000,50.77,106859000,31172.34375,58.10472858,30235,3486956.986,3901,204723000,4.07,3911060,14275,13.0828023,null,0,12.96,17,3145108.723,4.76E+11,0,270,51
595,3/27/17,57,10,1,1426689039,210842,15785000000,972.05,372535000,1712.5,172.8503112,null,0,8539,566059625.8,91493,4624990000,51.31,118978000,31005.3125,77.73924607,33516,5731819.551,3303,204793000,4.07,5162690,12800,11.05892042,null,0,12.5,44,3925474.045,4.76E+11,0,285,132
596,3/28/17,54,9,1,1782501123,311612,16964500000,1044.58,326332000,2025,248.1120707,null,1,8540,547367426,83821,4482160000,49.71,97745300,30555.46875,63.88207324,32439,2907615.61,3744,205012000,4.07,4297870,13325,9.97227626,null,0,11.53,51,3121461.289,4.76E+11,0,270,153
597,3/29/17,53,10,1,1437433098,272352,16990900000,1046.08,298458000,1687.5,209.3001991,null,0,8540,671329491.6,92695,4561150000,50.57,144998000,31268.28125,69.32498441,33266,5463258.545,3603,208728000,4.14,8479960,13750,10.22891902,null,0,11.42,57,3665352.271,4.76E+11,0,265,171
598,3/30/17,51,9,4,1515705324,294132,16929800000,1042.21,352969000,2050,210.6123248,null,1,8541,916961626,95382,4793280000,53.12,86885700,30819.84375,71.10513216,38707,60836022.11,10331,210627000,4.18,191251000,14250,34.44924461,null,0,11.54,54,3263345.893,4.76E+11,0,255,162
599,3/31/17,50,9,3,1928720085,261567,16679000000,1026.64,447287000,1700,208.2290192,null,0,8541,759502221.1,102296,4671190000,51.75,151416000,31208.28125,77.40067653,44815,82242220.2,7521,353860000,7.02,98922600,14425,27.45638327,null,0,12.37,43,4073274.033,4.83E+11,0,250,129
600,4/1/17,17,2,1,1414107439,272344,17413000000,1071.71,289634000,1750,205.4624656,null,3,8544,482715533.2,79967,4517510000,50.03,92461900,30850.9375,57.22288136,32155,40111205.35,5575,335526000,6.65,57711700,14525,17.7470002,null,0,12.37,1,3352999.966,5.00E+11,0,85,3
601,4/2/17,17,2,1,1160384286,226678,17559400000,1080.61,514187000,1875,172.9442055,null,1,8545,770157675.8,88394,4582700000,50.74,134604000,30440.78125,66.26708212,35602,54921504.36,6926,346209000,6.86,88560400,15375,21.82843338,null,0,12.37,0.1,3278488.856,5.00E+11,0,85,0.3
602,4/3/17,19,3,1,1727495388,281436,17924600000,1102.95,580444000,2150,214.6999882,null,8,8553,830889493.3,99398,4411030000,48.82,190513000,31186.25,74.78445755,42729,60183903.37,8244,390802000,7.74,114179000,15750,22.44233022,null,0,12.38,1,3924251.812,5.00E+11,0,95,3
603,4/4/17,19,3,1,1742279579,249981,18619000000,1145.52,436310000,1575,197.0599642,null,6,8559,370554076.8,85299,3969730000,43.92,157568000,31055.3125,64.97985002,35398,66882036.97,7056,409793000,8.12,129208000,16175,18.90454472,null,0,11.79,1,4371318.475,5.00E+11,0,95,3
604,4/5/17,17,3,1,1704396748,314865,18435700000,1134.14,414784000,1975,235.9810089,null,1,8560,544152881.1,85874,4037940000,44.66,119733000,31235.3125,68.31268605,35448,156512648.6,8119,416432000,8.25,217834000,15225,30.24654167,null,0,12.89,0.1,3104629.598,5.00E+11,0,85,0.3
605,4/6/17,18,3,2,1643551069,300356,18302600000,1125.81,511222000,1925,230.2193413,null,0,8560,782276419,94118,4089930000,45.22,147120000,30724.375,73.38862289,40227,108337077.4,9886,561808000,11.12,194300000,16125,31.26805996,null,0,12.39,1,4023599.96,5.00E+11,0,90,3
606,4/7/17,17,2,1,1612333912,291966,19168500000,1178.94,317022000,1862.5,217.6480458,null,2,8562,220410877.6,91942,3878210000,42.87,81474700,31074.53125,72.41898772,32354,43218090.48,6097,516533000,10.22,94765600,14525,23.38931848,null,0,12.87,1,3651044.408,5.00E+11,0,85,3
607,4/8/17,18,2,1,1092798764,246642,19068600000,1172.65,209312000,1912.5,189.3096873,null,1,8563,282769026.1,71142,3783000000,41.8,74138800,30914.375,52.32712425,29308,35207844.34,5611,471828000,9.34,58489100,12600,17.85494245,null,0,12.87,0.1,4023599.96,5.00E+11,0,90,0.3
608,4/9/17,17,2,1,1050868391,230428,19134400000,1176.57,242343000,1862.5,163.1655085,null,1,8564,300534436.4,73873,4009010000,44.28,55143000,30243.28125,56.80567881,28629,30328489.56,7181,499887000,9.89,90963300,13450,21.57089269,null,0,12.87,1,3402674.04,5.00E+11,0,85,3
609,4/10/17,18,2,1,1518896332,260713,19311200000,1187.3,215883000,1837.5,185.0161441,null,6,8570,372554143.7,74824,3919520000,43.28,44061500,30037.1875,63.03860792,31500,19065397.24,6123,440977000,8.72,74425700,13325,13.44512608,null,0,14.05,1,3949088.849,5.00E+11,0,90,3
610,4/11/17,19,2,1,1678801797,308799,19316000000,1187.46,216182000,2137.5,229.7581549,null,9,8579,371483185.9,75705,3941100000,43.5,38303300,30450.46875,58.91527217,30687,18167367.12,6376,450735000,8.91,50700000,13575,13.44997197,null,0,15.07,1,3675881.445,5.00E+11,0,95,3
611,4/12/17,19,2,2,1765108823,276482,19600800000,1204.81,288702000,1775,213.3811992,null,1,8580,345616656.2,77128,3938930000,43.46,88045700,30213.90625,80.68895926,32313,56258052.78,8329,446780000,8.83,159255000,15100,17.97816561,null,0,15.77,1,4147785.144,5.00E+11,0,95,3
612,4/13/17,19,3,1,1804028127,255899,19541300000,1201.02,351969000,1675,210.4821992,null,2,8582,272035420.1,83923,4198420000,46.31,157200000,30342.96875,61.65846332,34021,29196924.23,5164,544751000,10.76,64187400,14175,14.97609549,null,0,15.96,1,3526859.224,5.00E+11,0,95,3
613,4/14/17,17,2,1,1829553101,261457,19043800000,1170.33,254827000,1637.5,237.5030528,null,6,8588,357215623.7,80411,4531810000,49.97,91674400,30989.6875,62.89644005,32507,24629515.63,4823,512838000,10.13,61137000,14025,16.02031699,null,0,15.96,1,3287972.007,5.18E+11,0,85,3
614,4/15/17,15,2,1,1325296378,274918,18996500000,1167.3,203559000,1850,206.1289825,null,6,8594,169579423.9,74402,4323100000,47.65,66207800,29998.125,57.80525136,30948,21950755.18,4783,523678000,10.34,47922000,15225,13.74238719,null,0,15.96,1,3598646.527,5.21E+11,0,75,3
615,4/16/17,16,2,1,1217876226,222059,19085100000,1172.61,183231000,1800,165.477297,null,2,8596,88232975.87,70435,4450140000,49.04,31343800,30503.4375,55.11769542,27817,11312832.07,4458,544263000,10.75,24321400,14025,18.6570814,null,0,15.96,1,3909321.047,5.21E+11,0,80,4
616,4/17/17,18,2,1,1598269710,236039,19260500000,1183.25,253206000,1812.5,174.6945731,null,2,8598,116674701.2,71937,4417310000,48.66,44013300,30648.125,60.47329724,29468,38590310.3,5106,536824000,10.6,104055000,17575,16.41046616,null,0,14.66,2,3779873.33,5.21E+11,0,90,8
