,date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,txVolume(USD)_e_e,txCount_e_e,marketcap(USD)_e_e,price(USD)_e_e,exchangeVolume(USD)_e_e,generatedCoins_e_e,fees_e_e,activeAddresses_e_e,txVolume(USD)_l,txCount_l,marketcap(USD)_l,price(USD)_l,exchangeVolume(USD)_l,generatedCoins_l,fees_l,activeAddresses_l
244,2016-04-10,589819941.522,179819,6467330000.0,419.59,73478600.0,4250.0,32.91631944,null,10802857.8276,32161,722133000.0,9.15,42613400.0,31774.21875,19.4470129477,12826,8487163.11266,4848,145907000.0,3.22,1417490.0,14425.0,17.88240931,null
245,2016-04-11,657045239.761,223853,6504290000.0,421.87,50747500.0,3800.0,48.582756599999996,null,5574518.6422,30227,706074000.0,8.94,15138100.0,30970.9375,18.6565029086,12057,6528972.2768,5395,146206000.0,3.23,1061060.0,14400.0,19.48356976,null
246,2016-04-12,902410257.103,240863,6520870000.0,422.84,70728800.0,3800.0,50.30339192,null,9421411.048,34592,682395000.0,8.64,23190100.0,31385.9375,22.906012148000002,12594,8181556.82288,4050,146827000.0,3.24,1305310.0,15000.0,19.6114453599,null
247,2016-04-13,960885557.498,227023,6565470000.0,425.63,69060400.0,4025.0,47.17072426,null,8466729.514910001,35988,587994000.0,7.44,31403300.0,31486.09375,32.96712421,12904,6616412.18427,3627,147911000.0,3.26,1295720.0,14025.0,18.5566241499,null
248,2016-04-14,807041901.9660001,223456,6541030000.0,423.94,45281000.0,3950.0,44.05292253,null,7626684.27683,34716,638330000.0,8.08,13590700.0,31401.09375,31.7285716006,12318,5968663.5767,4111,147175000.0,3.25,1190770.0,14250.0,18.11000475,null
249,2016-04-15,877246373.842,215787,6550350000.0,424.43,54801500.0,3600.0,45.55658125,null,4965797.17728,34895,663169000.0,8.39,12179000.0,31733.4375,23.3788742306,11838,10430179.7584,4299,147106000.0,3.24,1404400.0,13700.0,19.21933769,null
250,2016-04-16,1079120306.99,191416,6631310000.0,429.57,39392800.0,3550.0,36.34924683,null,3571858.659,30432,651554000.0,8.24,9888460.0,31531.25,17.2244827782,11885,4779612.81956,3708,148813000.0,3.28,1155850.0,12750.0,14.8731708799,null
251,2016-04-17,843989251.0589999,187705,6649170000.0,430.64,52125900.0,3800.0,33.255171000000004,null,7109867.774730001,40159,682467000.0,8.62,24619600.0,31499.375,30.208193703899997,12504,3859466.72409,3934,148864000.0,3.28,1211900.0,13875.0,14.9796688899,null
252,2016-04-18,834772360.34,212069,6604150000.0,427.61,55670900.0,3450.0,45.55938327,null,5957899.07769,33457,738916000.0,9.33,21084100.0,31863.28125,20.0991878237,12489,6357040.16993,4441,148017000.0,3.26,1317730.0,15050.0,16.158527199999998,null
253,2016-04-19,884719139.129,229098,6622450000.0,428.7,52810500.0,3875.0,43.50004371,null,3710246.06542,32577,718825000.0,9.08,12899100.0,31326.5625,19.10494585,12426,5504366.75971,4284,147546000.0,3.25,1333410.0,15400.0,15.59819385,null
254,2016-04-20,998022529.305,218491,6726370000.0,435.32,72890100.0,3925.0,44.35512365,null,5863270.96923,32843,688434000.0,8.69,15634700.0,31831.40625,23.848410608200002,12678,12201537.1355,4477,149541000.0,3.29,1638920.0,15175.0,26.22130233,null
255,2016-04-21,1101501662.7,212418,6822320000.0,441.42,68204700.0,3800.0,42.64674083,null,3999733.5658,36181,670104000.0,8.45,13355400.0,31373.90625,30.3808260505,12671,10591407.0094,4459,149099000.0,3.28,1688230.0,13250.0,23.54187693,null
256,2016-04-22,1081089335.63,211078,6951860000.0,449.69,58804400.0,3400.0,42.20468812,null,6147374.37562,31586,646298000.0,8.15,13309300.0,31576.71875,20.5760795602,12802,8921936.24054,4128,152137000.0,3.35,1569850.0,13150.0,18.03148688,null
257,2016-04-23,870078772.63,190345,6894280000.0,445.86,50485400.0,3825.0,35.14099558,null,7899555.59552,31763,618147000.0,7.79,14565200.0,31693.59375,19.5139447522,12583,5802619.83516,4677,150997000.0,3.32,1383790.0,13475.0,17.8924212099,null
258,2016-04-24,742215668.763,177121,6968570000.0,450.56,68198400.0,3200.0,31.30918912,null,3111077.22359,33970,658203000.0,8.29,10786400.0,31493.75,22.4860145178,12691,35238522.2216,5720,152206000.0,3.35,4502460.0,13875.0,21.20575422,null
259,2016-04-25,1019837475.36,211977,7102490000.0,459.12,87091800.0,3250.0,42.59175165,null,5709828.10013,35325,635784000.0,8.01,18239900.0,32138.28125,23.862166178600003,13184,53984585.2778,6938,164835000.0,3.62,6605750.0,16200.0,24.57594571,null
260,2016-04-26,1178336646.68,250412,7143060000.0,461.65,78971900.0,3725.0,337.51163263,null,8761555.11393,32495,597819000.0,7.53,17667300.0,31287.8125,21.659383479899997,13371,89367429.2497,6558,172756000.0,3.8,6717450.0,15150.0,27.247546629899997,null
261,2016-04-27,1059843583.51,242763,7216190000.0,466.26,93564900.0,3425.0,46.42082653,null,5777260.5315,33772,587076000.0,7.39,19254500.0,31875.0,20.450152725,13230,52814400.1664,7230,184330000.0,4.05,9435190.0,15725.0,25.78185983,null
262,2016-04-28,987758165.6439999,247630,6889170000.0,445.04,74064700.0,3325.0,49.04846884,null,6025711.865809999,34251,615316000.0,7.74,11576000.0,31682.5,22.6386238477,12992,85795078.3313,5573,176662000.0,3.88,3952590.0,13225.0,25.502483300100003,null
263,2016-04-29,996567394.6060001,256297,6958330000.0,449.41,49258500.0,3775.0,50.15076759,null,4384710.09234,37277,573124000.0,7.21,8762080.0,31683.59375,23.4352529152,14984,23237527.8633,5757,172762000.0,3.79,2467080.0,14000.0,20.41090653,null
264,2016-04-30,815853298.732,227154,7049460000.0,455.18,69322600.0,3775.0,43.47287611,null,20174849.6865,45676,592992000.0,7.45,36573300.0,31891.71875,32.1524560635,19624,17701935.2384,4973,173790000.0,3.81,2502180.0,14950.0,16.81595612,null
265,2016-05-01,749924717.893,191262,6947430000.0,448.48,40660100.0,3900.0,34.28114298,null,15499781.2619,38442,698377000.0,8.78,16713800.0,31009.0625,36.7006692374,14503,17457890.6657,5947,166735000.0,3.66,1911590.0,13850.0,20.9706534801,null
266,2016-05-02,945456079.0339999,214114,7002610000.0,451.93,92127000.0,3625.0,42.57491787,null,17058092.7763,41654,708137000.0,8.89,41019200.0,31912.1875,27.427867397800004,17589,14414808.701,5724,169120000.0,3.71,2667410.0,12800.0,18.39730821,null
267,2016-05-03,915517007.364,237483,6892690000.0,444.73,59366400.0,3975.0,45.09118166,null,14343392.0519,37701,809644000.0,10.17,21463900.0,31794.375,26.8409902307,14874,18963121.7861,5558,167955000.0,3.68,2363200.0,13100.0,23.76777263,null
268,2016-05-04,909328639.6880001,231903,6978950000.0,450.18,50407300.0,4000.0,46.81117288,null,10316379.0596,37333,747638000.0,9.38,17622400.0,31458.75,27.3227470289,14516,13589497.2509,6033,170729000.0,3.74,1716110.0,13675.0,18.15882276,null
269,2016-05-05,899648328.4510001,234559,6926990000.0,446.71,50440800.0,3950.0,46.43277208,null,10384630.3723,38564,749038000.0,9.4,18296200.0,31776.25,31.1348114447,14753,18072000.3552,6463,170776000.0,3.74,1702120.0,14100.0,19.98398848,null
270,2016-05-06,843946767.884,232394,6947800000.0,447.94,72796800.0,4025.0,43.66389075,null,20087422.854000002,41105,782261000.0,9.81,21510600.0,31741.40625,35.1748890596,14563,14339399.0374,6173,169660000.0,3.72,1899060.0,14825.0,19.8927315,null
271,2016-05-07,850965390.502,205930,7131120000.0,459.64,38364500.0,3925.0,39.14983796,null,14177187.1197,35795,743166000.0,9.32,10806500.0,31573.125,24.2278234342,14187,29457242.6071,6107,174435000.0,3.82,3278610.0,15325.0,21.0043449,null
272,2016-05-08,700913767.395,188407,7114060000.0,458.43,40315000.0,3950.0,33.2972932,null,13341710.9914,39960,748030000.0,9.37,15031000.0,31849.21875,28.9009012759,14765,9638749.01735,5076,179835000.0,3.94,1783970.0,14550.0,14.76875708,null
273,2016-05-09,796732408.658,219042,7112510000.0,458.21,55493100.0,4550.0,40.20558953,null,19259678.7496,38421,758000000.0,9.49,13085300.0,31801.40625,26.3419338861,15276,24910226.9216,6498,179947000.0,3.94,3120940.0,12975.0,24.2834386701,null
274,2016-05-10,902078657.972,244647,7150370000.0,460.52,58956100.0,3775.0,47.431485200000004,null,19192356.1174,40566,741417000.0,9.28,9321790.0,31700.9375,27.701449553200003,15295,32085022.2526,6771,185501000.0,4.06,3688200.0,14900.0,26.8179744899,null
275,2016-05-11,998509870.115,233956,7002230000.0,450.86,50605200.0,3550.0,45.76986266,null,28794883.3564,40649,753600000.0,9.43,15267500.0,31253.125,31.626825816799997,16736,25620328.9915,6950,174695000.0,3.82,2458140.0,15050.0,34.04417282,null
276,2016-05-12,981845574.09,230583,7028330000.0,452.45,59849300.0,3400.0,47.20083438,null,32664390.0591,44830,798952000.0,10.0,24137700.0,32257.03125,39.262539722,17109,28303709.746,6784,177543000.0,3.88,1798920.0,13600.0,19.80341518,null
277,2016-05-13,1020587775.06,231610,7067270000.0,454.85,60845000.0,3800.0,45.43229556,null,81784685.8907,47587,804647000.0,10.06,31276900.0,32196.71875,43.1900099362,18489,23681275.8212,7339,176401000.0,3.86,2624100.0,14050.0,19.48893822,null
278,2016-05-14,823142176.288,215554,7084100000.0,455.82,37209000.0,3425.0,50.3128398,null,62166782.1778,45649,840395000.0,10.51,18808000.0,31667.8125,35.4513350692,16644,29714798.2087,6230,179752000.0,3.93,2444920.0,14050.0,20.32839181,null
279,2016-05-15,834336870.638,201271,7084760000.0,455.76,28514000.0,3725.0,45.95442627,null,15320022.3124,42986,819399000.0,10.24,9218400.0,31805.46875,31.3052073619,16087,21588278.4058,6297,183781000.0,4.01,2096570.0,15200.0,18.48645243,null
280,2016-05-16,1034723510.1,229720,7114740000.0,457.59,59171500.0,3400.0,57.46503729,null,14878197.234000001,37150,798116000.0,9.97,29079900.0,31514.6875,27.5984398169,15262,31057449.5973,7234,186086000.0,4.06,3632510.0,15750.0,20.77458564,null
281,2016-05-17,1066573229.81,245576,7060730000.0,454.01,64100300.0,3675.0,59.30719853,null,14809048.7035,40019,896505000.0,11.19,37198700.0,32192.1875,28.4667373773,16884,39088065.5295,7084,183427000.0,4.0,2663640.0,15450.0,20.6503242199,null
282,2016-05-18,930059750.647,227218,7057390000.0,453.69,86850100.0,3425.0,56.06489733,null,22172358.9387,45760,975878000.0,12.18,65389900.0,32404.375,35.0700451096,19509,22329782.2495,6848,182396000.0,3.98,2377740.0,14650.0,20.58130975,null
283,2016-05-19,940714321.104,222218,7072090000.0,454.52,96027400.0,3325.0,56.90397611,null,36040562.4471,44361,1085570000.0,13.54,53757500.0,31903.59375,33.144675121700004,18334,24066493.4477,6423,183495000.0,4.0,3380010.0,14150.0,24.26128308,null
284,2016-05-20,739035694.0239999,216872,6813080000.0,437.79,81987900.0,3650.0,52.92280970000001,null,33602814.4867,44957,1191080000.0,14.85,50544100.0,32089.6875,38.0279693732,17302,24959419.7599,5807,175409000.0,3.82,3638250.0,13875.0,18.78325553,null
285,2016-05-21,573839889.891,192998,6895230000.0,442.97,42762300.0,3500.0,54.88698062,null,13659739.8313,41727,1098220000.0,13.69,24648400.0,31835.78125,35.7999311369,16643,16690402.9581,5785,178150000.0,3.88,1938010.0,14150.0,17.7815285902,null
286,2016-05-22,500250667.816,181706,6900700000.0,443.22,39657600.0,4525.0,45.46452162,null,9438789.69709,38433,1126810000.0,14.04,17938900.0,32260.0,28.8760891148,15542,17376734.1836,5833,181558000.0,3.96,1849720.0,13775.0,20.3293834499,null
287,2016-05-23,677323495.783,211367,6842470000.0,439.35,50582500.0,4675.0,50.42729631,null,17881207.8308,43655,1146470000.0,14.28,23842800.0,32080.625,29.634409335100003,18109,19931775.5579,6288,180067000.0,3.92,1868020.0,14250.0,20.492128899999997,null
288,2016-05-24,829548810.92,241931,6921460000.0,444.29,65783100.0,3600.0,60.77803308,null,23464157.5391,42785,1068670000.0,13.31,41560600.0,32003.28125,28.595806683200003,17253,18448274.8311,5459,182003000.0,3.96,1742000.0,14925.0,17.73038054,null
289,2016-05-25,1283595925.16,259111,6950690000.0,446.06,65231000.0,3425.0,61.80705711,null,21957301.3053,46282,1027940000.0,12.79,27444700.0,32357.03125,32.7334181652,17709,24374899.1074,6118,181463000.0,3.95,2765530.0,15175.0,29.38275202,null
290,2016-05-26,1346768652.67,222402,7008500000.0,449.67,65203800.0,3450.0,54.70048666,null,16054008.1738,50948,1006080000.0,12.52,20764000.0,32044.375,35.5583958399,24303,33971254.5593,5875,185862000.0,4.05,2530850.0,14150.0,26.65358793,null
291,2016-05-27,1607515632.52,208822,7070010000.0,453.52,164781000.0,3225.0,67.35796521,null,32401610.939,48529,996293000.0,12.39,57496400.0,32321.71875,37.9956614517,19766,96127507.9216,8797,187948000.0,4.09,10821100.0,14025.0,23.572769229899997,null
292,2016-05-28,1536056836.65,201879,7375780000.0,473.03,181199000.0,3775.0,57.37445522,null,25072096.1181,68241,911724000.0,11.33,47274800.0,32318.59375,80.9727864538,25572,63696697.0078,7878,207386000.0,4.51,11564700.0,15125.0,22.895976699899997,null
293,2016-05-29,1113016550.55,180413,8226500000.0,527.48,148737000.0,3700.0,48.31942131,null,12174437.101,45291,974784000.0,12.11,28598400.0,31969.21875,38.7887229112,18727,51148111.0739,6492,215630000.0,4.69,7351420.0,14175.0,19.57374522,null
294,2016-05-30,938181294.273,207063,8243960000.0,528.47,87958700.0,3400.0,57.85879848,null,12484729.1779,42691,992329000.0,12.33,14733800.0,32007.1875,31.855746822399997,17501,74753709.7795,7296,213115000.0,4.63,3805050.0,11875.0,22.521142709899998,null
295,2016-05-31,1089985219.08,215123,8335100000.0,534.19,138450000.0,3375.0,51.13340226,null,13010026.9998,44174,1026410000.0,12.74,42433400.0,31529.21875,31.154237675100003,18219,58254948.4475,7905,215697000.0,4.69,5187600.0,11650.0,20.9670598899,null
296,2016-06-01,954066952.1989999,226144,8288680000.0,531.11,86061800.0,3175.0,55.93681666,null,11117655.525999999,41938,1136900000.0,14.11,22471300.0,32147.96875,31.2007542113,17480,70807666.7427,6913,214171000.0,4.65,4577160.0,10850.0,17.13160519,null
297,2016-06-02,1013607535.07,235814,8375000000.0,536.51,60378200.0,3700.0,59.08308138,null,6988740.87901,39467,1127830000.0,13.99,10477200.0,32182.1875,25.8601070977,17324,21101910.0414,7397,218428000.0,4.74,2121360.0,11475.0,21.0587704399,null
298,2016-06-03,793355421.454,237363,8395070000.0,537.68,122020000.0,3500.0,55.80050103,null,8607840.17533,39713,1108220000.0,13.74,22981500.0,32272.1875,25.2400897144,16847,21784235.9749,9301,217333000.0,4.72,4061990.0,14550.0,26.24118848,null
299,2016-06-04,678629467.405,199915,8897080000.0,569.71,94925300.0,3125.0,46.8187595,null,6447793.65627,37751,1118460000.0,13.86,15792400.0,32141.5625,24.3835327478,16495,21063692.2512,4744,224016000.0,4.86,3214800.0,15075.0,17.17054109,null
300,2016-06-05,807885691.638,189523,8955060000.0,573.31,68874100.0,4000.0,44.88704809,null,6261589.74803,37754,1110690000.0,13.76,11088400.0,31583.125,23.838806076399997,16429,19020884.4176,3470,221106000.0,4.8,2257820.0,14425.0,15.90007045,null
301,2016-06-06,833467262.1930001,207479,8977700000.0,574.6,72138900.0,4125.0,47.21558963,null,6723135.92176,38518,1130350000.0,14.0,8720400.0,32371.875,25.8661862688,17409,19570558.2163,4266,221912000.0,4.81,2993510.0,16050.0,21.6530008301,null
302,2016-06-07,1022501398.72,236423,9149580000.0,585.45,107770000.0,3600.0,55.83391339999999,null,13967639.3766,46008,1126330000.0,13.95,21421600.0,31945.9375,67.4821121368,17192,28060960.5273,4185,228462000.0,4.95,3881380.0,15200.0,22.5255864799,null
303,2016-06-08,996399101.983,237046,9022250000.0,577.17,80265800.0,3800.0,51.62652314,null,31226829.0661,40289,1172230000.0,14.51,16941800.0,32302.96875,28.4308121929,17780,20300131.5807,3944,220210000.0,4.77,3507640.0,15150.0,20.0896305101,null
304,2016-06-09,982152040.228,231326,9103080000.0,582.2,71301000.0,3975.0,51.82199532,null,6670070.20381,39565,1166450000.0,14.43,8256830.0,32225.9375,28.8947670119,17198,20600176.3704,3620,220448000.0,4.78,6438540.0,14875.0,20.2327749399,null
305,2016-06-10,1096886027.08,229842,9005920000.0,575.84,66991900.0,3550.0,53.72593033,null,12872878.8209,40048,1162500000.0,14.38,11312900.0,31164.21875,28.8965116069,17681,28449799.6544,3760,219324000.0,4.75,6975970.0,13475.0,20.5671178301,null
306,2016-06-11,924190926.92,218147,9052360000.0,578.67,82357000.0,3950.0,47.37804929,null,7331480.365789999,36776,1125180000.0,13.91,12176500.0,32371.71875,27.2246302396,14568,25556320.8435,3650,225407000.0,4.88,10294700.0,15225.0,24.05214114,null
307,2016-06-12,1397766598.5,203533,9539850000.0,609.68,277085000.0,3650.0,49.46632514,null,15608527.5368,42385,1148070000.0,14.19,38210300.0,32220.625,29.1641009981,18480,54010094.2637,4839,234022000.0,5.07,13753200.0,15075.0,28.617528399999998,null
308,2016-06-13,1598588975.17,247755,10511900000.0,671.65,243295000.0,4000.0,62.62270771,null,18625608.0609,45771,1276930000.0,15.77,38023400.0,32224.21875,36.9064528155,21158,49043467.4061,5530,250146000.0,5.41,8668280.0,14375.0,38.89841532,null
309,2016-06-14,1382672147.73,245517,11028900000.0,704.5,186694000.0,3500.0,69.45728781,null,24910990.2182,49857,1426500000.0,17.61,64412200.0,32145.46875,38.4692114358,21345,44518544.5908,5333,245165000.0,5.31,8488220.0,14025.0,27.24013961,null
310,2016-06-15,1176417609.89,234777,10736600000.0,685.68,99223800.0,3275.0,75.32030966,null,17362158.4656,43059,1531790000.0,18.91,19393400.0,31867.03125,30.4563759146,19197,38357346.7228,4994,241446000.0,5.22,3917000.0,14775.0,25.146790379899997,null
311,2016-06-16,1598041673.86,293269,10908900000.0,696.52,271634000.0,4200.0,88.94880564,null,27213052.3212,42787,1488420000.0,18.36,38531000.0,31877.65625,40.8152922506,17846,41505082.696,6116,242907000.0,5.25,9930590.0,14625.0,24.79148762,null
312,2016-06-17,1702827057.39,255505,12038900000.0,768.49,363321000.0,3750.0,79.28862886,null,86871706.8412,63730,1674540000.0,20.65,199408000.0,33412.65625,229.306004249,26406,136361199.505,6739,262382000.0,5.67,12383200.0,13925.0,25.116023250100003,null
313,2016-06-18,1327316733.56,229992,11732600000.0,748.76,252718000.0,3650.0,69.57122262,null,79113407.8262,57751,1247530000.0,15.38,133937000.0,34390.9375,271.194911214,24515,45638890.2882,4307,259298000.0,5.6,7878070.0,16375.0,22.365308,null
314,2016-06-19,1229385908.23,226148,11859800000.0,756.69,136185000.0,4650.0,64.65384511,null,20269851.8055,50584,906292000.0,11.17,69783600.0,33195.46875,54.1274846775,21471,28683508.0913,4088,257369000.0,5.56,3760240.0,15850.0,17.92317659,null
315,2016-06-20,1481659704.89,236914,11976700000.0,763.93,174511000.0,3850.0,74.30673105,null,32009615.7476,46698,993503000.0,12.24,58143600.0,31714.84375,51.7672177062,20550,30391332.6955,4643,260458000.0,5.63,4154880.0,14200.0,22.01664062,null
316,2016-06-21,1687286876.73,253978,11540000000.0,735.88,309944000.0,3850.0,77.43212489,null,21124909.4962,47092,960014000.0,11.82,69245600.0,31988.4375,82.8444351301,20630,49402676.5138,5379,244250000.0,5.27,11984800.0,14625.0,24.55611186,null
317,2016-06-22,1394903150.63,233584,10445300000.0,665.91,266393000.0,3400.0,75.06229905,null,27236334.6003,48353,1072510000.0,13.2,96994100.0,32670.625,51.445064165299996,22426,49911879.7083,5249,223663000.0,4.83,11522400.0,14050.0,23.38386702,null
318,2016-06-23,1593548189.1,244527,9373190000.0,597.44,253462000.0,3475.0,79.04830316,null,23490805.4035,41237,1074240000.0,13.22,30806400.0,31848.125,31.9782696885,19008,64908169.1559,7012,181586000.0,3.92,11138900.0,12975.0,23.930714030100003,null
319,2016-06-24,1484515958.26,233882,9816730000.0,625.58,224317000.0,3025.0,74.14847585,null,15367720.4705,45105,1112590000.0,13.68,33332900.0,32171.875,39.4267481733,19561,54754407.86399999,5548,178563000.0,3.85,9364750.0,13700.0,21.6319375401,null
320,2016-06-25,1138260154.31,220351,10442000000.0,665.28,126656000.0,4050.0,65.4431433,null,17981538.1059,36529,1163530000.0,14.3,15383100.0,31685.9375,28.301648221399997,17644,37742829.8208,4440,198221000.0,4.27,6057000.0,14150.0,20.14715138,null
321,2016-06-26,886308067.781,180131,10454900000.0,665.93,109225000.0,3700.0,53.22804044,null,8879312.03385,41513,1160590000.0,14.26,14747600.0,32314.6875,27.4679857904,21208,37042034.0862,4139,196813000.0,4.24,4480920.0,12525.0,19.99757168,null
322,2016-06-27,1004053021.21,207489,9882840000.0,629.35,122134000.0,3650.0,57.53511177,null,9013527.23351,39529,1124170000.0,13.81,10994700.0,32094.84375,27.658056518000002,18469,29418753.011,4129,187984000.0,4.05,2749620.0,16100.0,19.62585121,null
323,2016-06-28,917548218.07,212450,10336800000.0,658.1,138385000.0,3775.0,58.95493673,null,21720485.6258,42923,1134340000.0,13.93,43436600.0,32161.40625,32.100177929699996,20243,37088212.6753,4321,192051000.0,4.14,2867420.0,15175.0,19.6364060599,null
324,2016-06-29,947304620.0439999,228247,10119600000.0,644.12,142456000.0,3400.0,64.40671655,null,15430631.7123,49707,991926000.0,12.17,26982800.0,31870.0,56.85645211439999,19017,25216848.5464,4850,190440000.0,4.1,2211450.0,14900.0,20.42070113,null
325,2016-06-30,973143709.114,231190,10066400000.0,640.59,138980000.0,3925.0,61.74466208,null,10947244.5223,63819,1027260000.0,12.6,15801300.0,31982.96875,87.8874111626,19129,24413071.18,4402,189371000.0,4.08,2864910.0,14175.0,17.08240867,null
326,2016-07-01,1047328919.43,213651,10570600000.0,672.51,134431000.0,4225.0,59.67117715,null,10696549.2315,39552,1014220000.0,12.44,17236500.0,32621.40625,45.4540962086,18577,34715944.1474,4294,194823000.0,4.19,6987180.0,14125.0,21.35356971,null
327,2016-07-02,992966183.129,198822,10639600000.0,676.73,112354000.0,3500.0,54.31156312,null,5656333.34994,39186,996510000.0,12.22,8987070.0,31916.5625,24.3756055503,19153,34017958.2912,3743,198801000.0,4.28,16646200.0,15700.0,16.48300892,null
328,2016-07-03,955587984.859,177462,11086100000.0,704.97,129512000.0,3700.0,45.42093877,null,6230248.18525,39621,989132000.0,12.12,10588700.0,32039.6875,30.7268765864,18783,74521819.1889,3739,216679000.0,4.66,7659710.0,15250.0,18.05402897,null
329,2016-07-04,1152586283.54,205439,10362700000.0,658.8,92008400.0,4025.0,51.07656451,null,13692861.9589,39825,954849000.0,11.7,12943500.0,32137.1875,26.7728809561,19745,45562950.5369,3868,198695000.0,4.27,5062640.0,15475.0,22.47788399,null
330,2016-07-05,1071827646.79,208626,10749100000.0,683.21,130476000.0,3175.0,55.49520163,null,41255884.6751,38506,935730000.0,11.46,45526900.0,31581.5625,30.158881660100004,19619,47381925.9481,3755,212025000.0,4.56,4707390.0,15325.0,21.79421041,null
331,2016-07-06,1038763158.18,215356,10550300000.0,670.42,134961000.0,3850.0,55.44005884,null,11233399.3311,37712,864063000.0,10.58,18137300.0,32354.84375,29.6920773155,18933,40404527.9083,3886,207751000.0,4.46,3238960.0,14125.0,18.26868352,null
332,2016-07-07,1399576904.03,219484,10673400000.0,678.09,258091000.0,3550.0,57.92382628,null,10391924.6599,40329,861144000.0,10.54,15407200.0,31895.9375,26.6133004483,19140,52237806.9605,4356,209306000.0,4.5,6277860.0,12300.0,37.10987977,null
333,2016-07-08,1064846422.26,211032,10086900000.0,640.69,141970000.0,3525.0,56.73079735,null,6983290.703389999,42210,827090000.0,10.12,20039800.0,31949.53125,39.3474835453,19847,38975751.9866,3770,191626000.0,4.12,5033530.0,10000.0,19.85182555,null
334,2016-07-09,921359523.99,193638,10493800000.0,666.38,180536000.0,3325.0,51.39676081,null,6762488.68443,39896,933946000.0,11.42,17254800.0,32798.125,49.1146846651,19189,34369447.3624,3679,197337000.0,4.24,6256370.0,12050.0,17.07420016,null
335,2016-07-10,726257436.509,162824,10247300000.0,650.6,102532000.0,1975.0,38.49881921,null,7280454.95737,39242,896899000.0,10.96,5479240.0,31965.46875,27.646053878000004,19176,32214106.5576,3293,191996000.0,4.12,3039620.0,15150.0,23.28181774,null
336,2016-07-11,900584541.251,206790,10215200000.0,648.48,107910000.0,1825.0,53.76762309,null,8823086.6885,38430,895670000.0,10.94,13098000.0,31985.3125,28.548693257600004,18951,29564528.5588,3843,192038000.0,4.12,3282920.0,15925.0,30.6757289199,null
337,2016-07-12,995187228.493,213788,10213100000.0,648.28,138173000.0,1737.5,49.45551314,null,9048467.20081,39597,855555000.0,10.45,11127700.0,31757.34375,32.6386390419,19669,35450718.2939,3794,190754000.0,4.09,2734250.0,17525.0,16.88378118,null
338,2016-07-13,973726030.0560001,219639,10474500000.0,664.8,131449000.0,1700.0,53.63720094,null,9904930.47019,35569,860770000.0,10.51,6715660.0,32157.96875,24.749750158,17211,26930297.9425,3298,194119000.0,4.16,2215370.0,15825.0,20.9718807999,null
339,2016-07-14,816805190.248,219477,10288400000.0,652.92,98511400.0,1712.5,59.435323700000005,null,9857487.9319,42593,868509000.0,10.6,23621900.0,31815.15625,32.4096418807,19792,33458320.5276,3367,193166000.0,4.14,1663660.0,15475.0,17.43204761,null
340,2016-07-15,1439107637.09,222088,10387900000.0,659.17,81673100.0,1700.0,56.51795062,null,44925963.7223,40991,942817000.0,11.5,26838900.0,31884.6875,29.146970369,19467,21621729.0716,4997,193859000.0,4.15,1668020.0,13750.0,30.45351582,null
341,2016-07-16,903732989.874,186323,10461700000.0,663.78,50330200.0,1962.5,50.12166544,null,9320870.59082,37999,977658000.0,11.92,10445700.0,32166.09375,23.880860191999997,18613,22658127.7546,3678,193834000.0,4.15,1378140.0,15600.0,20.03208075,null
342,2016-07-17,973334032.0760001,172358,10434700000.0,661.99,74407900.0,1937.5,49.53294968,null,8881489.73622,33849,953762000.0,11.62,17921600.0,31781.71875,19.6470124335,16016,27601168.0685,3526,193199000.0,4.14,2155230.0,15900.0,13.2674768699,null
343,2016-07-18,962516943.6769999,212428,10716800000.0,679.81,69465000.0,1775.0,56.98358766,null,31952619.3412,39107,917151000.0,11.17,15931900.0,32498.125,25.6532652757,17855,23826894.515,3504,196145000.0,4.2,1577810.0,14800.0,13.20897698,null
344,2016-07-19,992608903.743,222923,10606500000.0,672.74,61203300.0,1637.5,60.75289122,null,107762534.35299999,44086,907135000.0,11.05,21730000.0,31773.90625,29.2178985719,25050,29958465.9823,3242,194028000.0,4.15,1563330.0,13825.0,16.0455146599,null
345,2016-07-20,997993398.52,220556,10608600000.0,672.81,94636400.0,1812.5,60.19119997,null,162825323.261,49675,952143000.0,11.59,60226100.0,31911.09375,75.5856876749,22501,32095430.4564,3825,193958000.0,4.15,1908710.0,14050.0,26.6701202199,null
346,2016-07-21,970863342.4260001,227520,10490300000.0,665.23,60491800.0,1762.5,65.0466904,null,21921878.0378,44687,1024000000.0,12.46,24636900.0,32787.5,34.2105207171,21053,26699496.117,3912,193228000.0,4.13,1422410.0,13575.0,17.39838195,null
347,2016-07-22,978930815.15,216016,10486600000.0,664.92,134169000.0,1575.0,61.69430679,null,38482684.0117,48288,1040640000.0,12.66,74779500.0,31690.625,37.4178476059,23021,28779348.665999997,3621,192936000.0,4.13,2677970.0,13325.0,19.90173304,null
348,2016-07-23,732684147.2989999,199568,10263700000.0,650.73,69532200.0,1550.0,63.43337972,null,38582313.1142,44923,1206190000.0,14.67,32489700.0,32391.25,33.0563051968,20893,21659851.1725,3013,189102000.0,4.04,1568890.0,13500.0,14.1403299,null
