,date,price(USD),eth_price_USD
1711,2018-01-06,17462.1,995.15
1712,2018-01-07,17527.3,1043.01
1713,2018-01-08,16476.2,1158.26
1714,2018-01-09,15123.7,1146.0
1715,2018-01-10,14588.5,1300.34
1716,2018-01-11,14968.2,1268.09
1717,2018-01-12,13453.9,1158.29
1718,2018-01-13,13952.4,1270.47
1719,2018-01-14,14370.8,1397.48
1720,2018-01-15,13767.3,1365.21
1721,2018-01-16,13836.1,1292.63
1722,2018-01-17,11431.1,1061.34
1723,2018-01-18,11198.8,1016.44
1724,2018-01-19,11429.8,1028.82
1725,2018-01-20,11656.2,1044.95
1726,2018-01-21,12889.2,1155.68
1727,2018-01-22,11633.1,1055.35
1728,2018-01-23,10944.5,1004.17
1729,2018-01-24,10903.4,987.48
1730,2018-01-25,11421.7,1063.22
1731,2018-01-26,11256.0,1052.7
1732,2018-01-27,11174.9,1055.75
1733,2018-01-28,11475.3,1111.78
1734,2018-01-29,11755.5,1246.7
1735,2018-01-30,11306.8,1184.13
1736,2018-01-31,10108.2,1071.09
1737,2018-02-01,10237.3,1119.37
1738,2018-02-02,9142.28,1035.77
1739,2018-02-03,8852.12,919.21
1740,2018-02-04,9175.7,964.67
1741,2018-02-05,8270.54,834.96
1742,2018-02-06,7051.75,707.74
1743,2018-02-07,7755.49,790.43
1744,2018-02-08,7637.86,755.84
1745,2018-02-09,8271.84,818.48
1746,2018-02-10,8720.08,882.47
1747,2018-02-11,8616.13,859.29
1748,2018-02-12,8141.43,817.51
1749,2018-02-13,8926.72,869.29
1750,2018-02-14,8599.92,844.28
1751,2018-02-15,9488.32,923.73
1752,2018-02-16,10135.7,934.79
1753,2018-02-17,10207.5,944.75
1754,2018-02-18,11123.4,973.35
1755,2018-02-19,10552.6,921.67
1756,2018-02-20,11231.8,943.57
