count,date,btc_index,eth_per,ltc_per,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,count_vendors,sum,txVolume(USD)_e_e,txCount_e_e,marketcap(USD)_e_e,price(USD)_e_e,exchangeVolume(USD)_e_e,generatedCoins_e_e,fees_e_e,activeAddresses_e_e,txVolume(USD)_l,txCount_l,marketcap(USD)_l,price(USD)_l,exchangeVolume(USD)_l,generatedCoins_l,fees_l,activeAddresses_l,Price_futures,VIX Close,cyber_attack_index,hashrate,diff,dum_future,btc_per,cyber_attack
80,3/1/18,19,2,1,9757408494,233579,1.75E+11,10385,7317280000,2062.5,52.05574602,null,5,11876,1459478133,684404,83808200000,856.01,1868520000,20387.15625,571.2593982,328358,382200628,50091,11257600000,203.12,678542000,14375,66.04235153,null,"11,025",22.47,31,23172168.75,3.01E+12,1,361,93
81,3/2/18,19,2,1,7917264413,194917,1.85E+11,10977.4,7620590000,1950,42.01376982,null,7,11883,1359727190,744666,85368100000,871.76,1894420000,20674.96875,734.40968,336319,418353436.9,38813,11617300000,209.56,627142000,15000,47.64439942,null,"11,015",19.59,25,24667147.38,3.01E+12,1,361,75
82,3/3/18,19,2,1,6657283231,176844,1.88E+11,11101.9,6690570000,2250,37.96379904,null,4,11887,893087799.5,673465,83911700000,856.71,1699370000,20435.8125,508.9603763,294133,405713614.2,35091,11858000000,213.84,681866000,15050,47.53852759,null,"11,283",19.59,24,23321666.61,3.01E+12,1,361,72
83,3/4/18,17,2,1,5268982642,160083,1.94E+11,11497.4,6084150000,1850,33.46586197,null,3,11890,923336640.2,643241,83877800000,856.19,1697940000,20220.28125,553.9217985,273682,264114235.6,31630,11661400000,210.24,574675000,14225,43.2411373,null,"11,550",19.59,17,26909615.32,3.01E+12,1,323,51
84,3/5/18,19,2,1,8062165667,201289,1.95E+11,11532.4,6468540000,1862.5,44.53138052,null,19,11909,1371697962,752756,84939700000,866.85,1898490000,20317.5,633.9678971,342784,376907573.3,37546,11858800000,213.74,594829000,15725,46.69046359,null,"11,570",18.73,28,22125683.71,3.01E+12,1,361,84
85,3/6/18,19,2,1,7260012005,205860,1.94E+11,11500.1,6832170000,1950,37.24003205,null,12,11921,1671353897,712591,83680400000,853.82,1943070000,20446.03125,516.0939389,345761,459394144.9,36769,11683000000,210.51,661078000,15625,46.7440256,null,"10,735",18.36,23,24372959.73,3.23E+12,1,361,69
86,3/7/18,22,2,1,7144578485,213821,1.83E+11,10803.9,8797910000,1962.5,34.8377064,null,22,11943,1624823061,783757,80017300000,816.27,2175420000,20616.9375,610.1233862,448019,437709173.4,38530,10926500000,196.83,755925000,15475,47.51002192,null,"9,835",17.76,24,25517998.11,3.29E+12,1,418,72
87,3/8/18,22,2,1,7230854771,196260,1.68E+11,9951.44,7186090000,2025,35.63080068,null,5,11948,1262863625,690139,73788400000,752.57,1891640000,20299.59375,540.6335665,329912,564954944,36806,10311600000,185.7,612509000,14575,77.83377701,null,"9,440",16.54,28,25681575.02,3.29E+12,1,418,84
88,3/9/18,24,2,1,7513778456,198034,1.59E+11,9414.69,8704190000,1825,34.8459414,null,4,11952,1277175293,650058,68863600000,702.2,2233020000,20375.0625,500.781517,317340,474991415.6,39903,9802410000,176.48,943364000,13800,49.16242811,null,"9,135",14.64,17,26499459.57,3.29E+12,1,456,51
89,3/10/18,17,2,1,4169223799,156088,1.58E+11,9350.59,5386320000,1750,40.27322368,null,3,11955,834738473.2,591377,71620700000,730.16,1532960000,20461.03125,397.4806353,296474,301823667.1,30991,10451000000,188.11,625808000,14975,39.60645235,null,"9,378",14.64,12,23882229,3.29E+12,1,323,36
90,3/11/18,17,2,1,4125518665,150731,1.50E+11,8852.78,6296370000,1912.5,39.61038377,null,4,11959,746910932.7,608899,67235700000,685.31,1562680000,20532.5625,361.5728108,270698,396873605.1,28583,9864710000,177.51,669378000,14475,39.51561468,null,"9,620",14.64,17,22900767.53,3.29E+12,1,323,51
91,3/12/18,20,2,1,6416998189,188233,1.62E+11,9602.93,6457400000,2012.5,33.46783473,null,9,11968,1085039654,677908,71086000000,724.41,1765000000,20360.4375,513.4220003,312268,422242963.4,30179,10506700000,189.02,567629000,14600,44.22159126,null,"8,855",15.78,20,25027267.37,3.29E+12,1,380,60
92,3/13/18,19,2,1,5711389197,195982,1.55E+11,9173.04,5991140000,1975,60.67628875,null,9,11977,1906177177,699093,68524000000,698.15,1425960000,20381.625,391.7314989,319562,393270050,31265,9874530000,177.6,468094000,15775,41.47125743,null,"9,075",16.35,40,26335882.66,3.29E+12,1,361,120
93,3/14/18,22,2,1,6195101928,190898,1.56E+11,9214.65,6438230000,1800,37.04036657,null,6,11983,1335574283,671198,67857600000,691.22,1810560000,20410.03125,421.5886443,342300,297169406.8,33328,9785030000,175.94,480653000,13775,41.84021261,null,"8,236",17.23,29,25845151.93,3.29E+12,1,418,87
94,3/15/18,24,2,1,6800060235,206042,1.40E+11,8290.76,6834430000,1800,36.64624829,null,12,11995,1157300355,654531,60371800000,614.84,1770460000,20495.8125,393.5765835,319298,343969231.7,35691,8967720000,161.2,564609000,14025,45.12875441,null,"8,290",16.59,33,23555075.18,3.29E+12,1,456,99
95,3/16/18,20,2,1,4971515728,186823,1.41E+11,8322.91,5289380000,1950,29.65177072,null,5,12000,849066668.8,654584,60083700000,611.78,1417350000,20533.40625,420.4053323,300745,211387914.4,31561,9171160000,164.82,436628000,15725,37.74276544,null,"8,585",15.8,41,23555075.18,3.29E+12,1,380,123
96,3/17/18,18,2,1,3413899967,154347,1.41E+11,8321.91,4426150000,1862.5,21.51541723,null,7,12007,743086951.8,593203,59104200000,601.68,1267810000,20413.875,312.2690602,272698,210830859,27818,9194360000,165.19,403809000,14525,35.74193746,null,"8,408",15.8,29,25517998.11,3.29E+12,1,342,87
97,3/18/18,22,3,1,3900493413,164250,1.34E+11,7890.52,6639190000,1887.5,25.33293823,null,1,12008,1579813251,684094,54200100000,551.64,2685500000,20333.0625,363.7877793,309523,283850310,33000,8492470000,152.54,595955000,14075,38.19523448,null,"8,230",15.8,22,24372959.73,3.29E+12,1,374,110
98,3/19/18,21,2,1,5371659508,191373,1.41E+11,8344.12,6729110000,1937.5,30.78064883,null,5,12013,1274552363,703891,53718600000,546.63,2046790000,20309.90625,377.0538903,347728,284286987.8,31025,8658190000,155.47,504833000,14575,41.71644102,null,"8,445",19.02,27,25990711.3,3.38E+12,1,357,135
99,3/20/18,19,2,1,5042975778,195041,1.46E+11,8619.67,6361790000,1587.5,31.3790795,null,4,12017,1064969517,661791,54722100000,556.72,1833680000,20410.3125,379.9188371,310436,273901408.8,32184,8997260000,161.52,492892000,13850,39.45310999,null,"9,020",18.2,16,26679206.96,3.46E+12,1,323,80
100,3/21/18,19,2,1,6020064793,194694,1.51E+11,8937.48,6043130000,1900,31.0252744,null,10,12027,995717188.9,697872,54967300000,559.1,1781270000,20292.28125,442.7263801,322852,309020099.4,30694,9447220000,169.56,462536000,14700,37.65243504,null,"8,910",17.86,26,21859737.32,3.46E+12,1,323,130
101,3/22/18,18,2,1,5156476494,185044,1.51E+11,8939.44,5530390000,1787.5,27.7247885,null,10,12037,870526034.1,619453,55273800000,562.1,1523460000,20487.28125,426.3799873,305756,183351600.2,26996,9403220000,168.72,404997000,15400,35.0335967,null,"8,600",23.34,66,26162835.21,3.46E+12,1,306,330
102,3/23/18,17,2,1,5165293490,179685,1.48E+11,8736.25,5954120000,1662.499999,26.25767336,null,5,12042,1092264244,677103,53098100000,539.86,1596350000,20233.6875,450.0961312,362117,192965304.3,27804,9118940000,163.58,348056000,15500,34.39320423,null,"8,605",24.87,100,24613719.97,3.46E+12,1,289,500
103,3/24/18,15,1,1,4266640988,156931,1.51E+11,8901.95,5664600000,1950,21.76498898,null,7,12049,650781465,613203,53375400000,542.57,1300010000,20524.6875,380.8766583,323998,149758467.1,26526,9397290000,168.53,290270000,15150,28.91262017,null,"8,518",24.87,35,22892480.81,3.46E+12,1,255,175
104,3/25/18,15,2,1,5402066610,135139,1.46E+11,8612.81,4569880000,1687.5,20.23147507,null,3,12052,518515435.5,526372,51431600000,522.7,1151170000,20330.0625,333.9653283,240238,138481774.8,23312,8860500000,158.86,241431000,15625,29.90674294,null,"8,430",24.87,15,26851330.88,3.46E+12,1,270,75
105,3/26/18,20,2,1,6203275507,187700,1.44E+11,8498.47,5921040000,1875,26.98506764,null,4,12056,1024230595,626615,51598000000,524.29,1638880000,20432.53125,434.5891108,299393,247067701.9,28790,8935560000,160.16,407135000,14900,37.2590951,null,"7,920",21.03,42,23236728.64,3.46E+12,1,360,210
106,3/27/18,19,2,1,5969723258,186913,1.39E+11,8200,5378250000,1900,27.51028124,null,2,12058,1217102896,584055,48193300000,489.59,1617940000,20267.90625,360.7338911,277446,192163101.5,29504,8312700000,148.96,385104000,15325,37.02610041,null,"7,890",22.5,42,25818587.38,3.46E+12,1,342,210
107,3/28/18,17,2,1,5267277711,177386,1.33E+11,7836.83,4935290000,1687.5,24.09273355,null,36,12094,1109046178,579858,44334000000,450.29,1514180000,20353.3125,367.4733527,264747,257878252.6,28661,7563030000,135.49,328374000,14425,34.42140152,null,"7,890",22.87,75,26162835.21,3.46E+12,1,306,375
